-5.006542845063994385e+00,-5.855076192211653208e+00,-6.230076192211653208e+00,-6.605076192211653208e+00,-6.980076192211653208e+00
-5.368965081100541603e+00,-5.743965081100541603e+00,-6.118965081100541603e+00,-6.493965081100541603e+00,-6.868965081100541603e+00
-5.257853969989430887e+00,-5.632853969989430887e+00,-6.007853969989430887e+00,-6.382853969989430887e+00,-6.757853969989430887e+00
-5.146742858878319282e+00,-5.521742858878319282e+00,-5.896742858878319282e+00,-6.271742858878319282e+00,-6.646742858878319282e+00
-5.035631747767208566e+00,-5.410631747767208566e+00,-5.785631747767208566e+00,-6.160631747767208566e+00,-6.535631747767208566e+00
-4.988434196570611157e+00,-5.363434196570611157e+00,-5.738434196570611157e+00,-6.113434196570610268e+00,-6.488434196570610268e+00
-5.099545307681721873e+00,-5.474545307681721873e+00,-5.849545307681721873e+00,-6.224545307681721873e+00,-6.599545307681721873e+00
-5.210656418792832589e+00,-5.585656418792832589e+00,-5.960656418792833477e+00,-6.335656418792833477e+00,-6.710656418792833477e+00
-5.321767529903944194e+00,-5.696767529903944194e+00,-6.430565543580126331e+00,-6.805565543580126331e+00,-7.180565543580126331e+00
-5.791676654691237047e+00,-6.166676654691237047e+00,-6.541676654691237047e+00,-6.916676654691237047e+00,-7.291676654691237047e+00
